regionName,provinceName,municipalityName,zipCode,normalizedProvince,normalizedMunicipality,source
Region 7 (Central Visayas),Cebu,Tuburan,6043,CEBU,TUBURAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Tabuelan,6044,CEBU,TABUELAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Talisay,6045,CEBU,TALISAY,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Minglanilla,6046,CEBU,MINGLANILLA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Santa Fe,6047,CEBU,SANTA FE,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Pilar,6048,CEBU,PILAR,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Poro,6049,CEBU,PORO,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,San Francisco,6050,CEBU,SAN FRANCISCO,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Tudela,6051,CEBU,TUDELA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Bantayan,6052,CEBU,BANTAYAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Madridejos,6053,CEBU,MADRIDEJOS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Biliran,Naval,6543,BILIRAN,NAVAL,USE_POSTAL_PH
Region 8 (Eastern Visayas),Biliran,Almeria,6544,BILIRAN,ALMERIA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Biliran,Kawayan,6545,BILIRAN,KAWAYAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Biliran,Maripipi,6546,BILIRAN,MARIPIPI,USE_POSTAL_PH
Region 8 (Eastern Visayas),Biliran,Culaba,6547,BILIRAN,CULABA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Biliran,Caibiran,6548,BILIRAN,CAIBIRAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Biliran,Biliran,6549,BILIRAN,BILIRAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Biliran,Cabucgayan,6550,BILIRAN,CABUCGAYAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Borongan,6800,EASTERN SAMAR,BORONGAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Balangkayan,6801,EASTERN SAMAR,BALANGKAYAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Maydolong,6802,EASTERN SAMAR,MAYDOLONG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Llorente,6803,EASTERN SAMAR,LLORENTE,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Hernani,6804,EASTERN SAMAR,HERNANI,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Gen. MacArthur,6805,EASTERN SAMAR,GEN MACARTHUR,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Can-Avid,6806,EASTERN SAMAR,CAN AVID,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Salcedo,6807,EASTERN SAMAR,SALCEDO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Mercedes,6808,EASTERN SAMAR,MERCEDES,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Guiuan,6809,EASTERN SAMAR,GUIUAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Quinapondan,6810,EASTERN SAMAR,QUINAPONDAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Giporlos,6811,EASTERN SAMAR,GIPORLOS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Balangiga,6812,EASTERN SAMAR,BALANGIGA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Lawaan,6813,EASTERN SAMAR,LAWAAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,San Julian,6814,EASTERN SAMAR,SAN JULIAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Sulat,6815,EASTERN SAMAR,SULAT,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Taft,6816,EASTERN SAMAR,TAFT,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Dolores,6817,EASTERN SAMAR,DOLORES,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Oras,6818,EASTERN SAMAR,ORAS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Jipapad,6819,EASTERN SAMAR,JIPAPAD,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Maslog,6820,EASTERN SAMAR,MASLOG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,San Policarpio,6821,EASTERN SAMAR,SAN POLICARPIO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Eastern Samar,Arteche,6822,EASTERN SAMAR,ARTECHE,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Tacloban City,6500,LEYTE,TACLOBAN CITY,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Palo,6501,LEYTE,PALO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Tanauan,6502,LEYTE,TANAUAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Tolosa,6503,LEYTE,TOLOSA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Tabontabon,6504,LEYTE,TABONTABON,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Dulag,6505,LEYTE,DULAG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Julita,6506,LEYTE,JULITA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Mayorga,6507,LEYTE,MAYORGA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,La Paz,6508,LEYTE,LA PAZ,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Macarthur,6509,LEYTE,MACARTHUR,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Abuyog,6510,LEYTE,ABUYOG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Javier,6511,LEYTE,JAVIER,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Mahaplag,6512,LEYTE,MAHAPLAG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Sta. Fe,6513,LEYTE,STA FE,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Pastrana,6514,LEYTE,PASTRANA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Dagami,6515,LEYTE,DAGAMI,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Burauen,6516,LEYTE,BURAUEN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Alangalang,6517,LEYTE,ALANGALANG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,San Miguel,6518,LEYTE,SAN MIGUEL,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Barugo,6519,LEYTE,BARUGO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Babatngon,6520,LEYTE,BABATNGON,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Baybay,6521,LEYTE,BAYBAY,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Inopacan,6522,LEYTE,INOPACAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Hindang,6523,LEYTE,HINDANG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Hilongos,6524,LEYTE,HILONGOS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Bato,6525,LEYTE,BATO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Matalom,6526,LEYTE,MATALOM,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Jaro,6527,LEYTE,JARO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Tunga,6528,LEYTE,TUNGA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Carigara,6529,LEYTE,CARIGARA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Capoocan,6530,LEYTE,CAPOOCAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Kananga,6531,LEYTE,KANANGA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Matag-ob,6532,LEYTE,MATAG OB,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Leyte,6533,LEYTE,LEYTE,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Calubian,6534,LEYTE,CALUBIAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,San Isidro,6535,LEYTE,SAN ISIDRO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Tabango,6536,LEYTE,TABANGO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Villaba,6537,LEYTE,VILLABA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Palompon,6538,LEYTE,PALOMPON,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Isabel,6539,LEYTE,ISABEL,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Merida,6540,LEYTE,MERIDA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Ormoc City,6541,LEYTE,ORMOC CITY,USE_POSTAL_PH
Region 8 (Eastern Visayas),Leyte,Albuera,6542,LEYTE,ALBUERA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Catarman,6400,NORTHERN SAMAR,CATARMAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Bobon,6401,NORTHERN SAMAR,BOBON,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,San Jose,6402,NORTHERN SAMAR,SAN JOSE,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Lope de Vega,6403,NORTHERN SAMAR,LOPE DE VEGA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Lavezares,6404,NORTHERN SAMAR,LAVEZARES,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Allen,6405,NORTHERN SAMAR,ALLEN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Victoria,6406,NORTHERN SAMAR,VICTORIA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,San Antonio,6407,NORTHERN SAMAR,SAN ANTONIO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Capul,6408,NORTHERN SAMAR,CAPUL,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,San Isidro,6409,NORTHERN SAMAR,SAN ISIDRO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Biri,6410,NORTHERN SAMAR,BIRI,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Laoang,6411,NORTHERN SAMAR,LAOANG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Mapanas,6412,NORTHERN SAMAR,MAPANAS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Pambujan,6413,NORTHERN SAMAR,PAMBUJAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Silvino Lobos,6414,NORTHERN SAMAR,SILVINO LOBOS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,San Roque,6415,NORTHERN SAMAR,SAN ROQUE,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Rosario,6416,NORTHERN SAMAR,ROSARIO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Mondragon,6417,NORTHERN SAMAR,MONDRAGON,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Catubig,6418,NORTHERN SAMAR,CATUBIG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,San Vicente,6419,NORTHERN SAMAR,SAN VICENTE,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Las Navas,6420,NORTHERN SAMAR,LAS NAVAS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Palapag,6421,NORTHERN SAMAR,PALAPAG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Gamay,6422,NORTHERN SAMAR,GAMAY,USE_POSTAL_PH
Region 8 (Eastern Visayas),Northern Samar,Lapineg,6423,NORTHERN SAMAR,LAPINEG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Catbalogan,6700,SAMAR,CATBALOGAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Jiabong,6701,SAMAR,JIABONG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Motiong,6702,SAMAR,MOTIONG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Wright,6703,SAMAR,WRIGHT,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Tarangnan,6704,SAMAR,TARANGNAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Pagsanghan,6705,SAMAR,PAGSANGHAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Gandara,6706,SAMAR,GANDARA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,San Jorge,6707,SAMAR,SAN JORGE,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Matuguinao,6708,SAMAR,MATUGUINAO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Sta. Margarita,6709,SAMAR,STA MARGARITA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Calbayog City,6710,SAMAR,CALBAYOG CITY,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Sto. Niño,6711,SAMAR,STO NINO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Tagapul-an,6712,SAMAR,TAGAPUL AN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Hinabangan,6713,SAMAR,HINABANGAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,San Sebastian,6714,SAMAR,SAN SEBASTIAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Calbiga,6715,SAMAR,CALBIGA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Pinabacdao,6716,SAMAR,PINABACDAO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Villareal,6717,SAMAR,VILLAREAL,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Sta. Rita,6718,SAMAR,STA RITA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Talalora,6719,SAMAR,TALALORA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Basey,6720,SAMAR,BASEY,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Marabut,6721,SAMAR,MARABUT,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Daram,6722,SAMAR,DARAM,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,San Jose de Buan,6723,SAMAR,SAN JOSE DE BUAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Almagro,6724,SAMAR,ALMAGRO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Samar,Zumarraga,6725,SAMAR,ZUMARRAGA,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Maasin,6600,SOUTHERN LEYTE,MAASIN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Macrohon,6601,SOUTHERN LEYTE,MACROHON,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Padre Burgos,6602,SOUTHERN LEYTE,PADRE BURGOS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Malitbog,6603,SOUTHERN LEYTE,MALITBOG,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Bontoc,6604,SOUTHERN LEYTE,BONTOC,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Tomas Oppus,6605,SOUTHERN LEYTE,TOMAS OPPUS,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Sogod,6606,SOUTHERN LEYTE,SOGOD,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Silago,6607,SOUTHERN LEYTE,SILAGO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Hinunangan,6608,SOUTHERN LEYTE,HINUNANGAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Hinundayan,6609,SOUTHERN LEYTE,HINUNDAYAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Anahawan,6610,SOUTHERN LEYTE,ANAHAWAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,San Juan (Cabalian),6611,SOUTHERN LEYTE,SAN JUAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Liloan,6612,SOUTHERN LEYTE,LILOAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,San Francisco,6613,SOUTHERN LEYTE,SAN FRANCISCO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Pintuyan,6614,SOUTHERN LEYTE,PINTUYAN,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Libagon,6615,SOUTHERN LEYTE,LIBAGON,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,St. Bernard,6616,SOUTHERN LEYTE,ST BERNARD,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,San Ricardo,6617,SOUTHERN LEYTE,SAN RICARDO,USE_POSTAL_PH
Region 8 (Eastern Visayas),Southern Leyte,Limasawa,6618,SOUTHERN LEYTE,LIMASAWA,USE_POSTAL_PH
